id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes
chant_084717,Congaudete mecum et congratulamini quia,001886,8,,*,D-KA Aug. LX,5,042v,12.0,,,feast_0033,genre_a,office_l,source_414,,http://cantus.uwaterloo.ca/chant/615777/,Congaudete mecum et congratulamini quia cum his omnibus lucidas sedes accepi,Congaudete mecum et congratulamini quia cum his omnibus lucidas sedes accepi,1---g--f--e--f---gh--g---j---k--l--kh--k--k--k---l--l---k---k---lm-l--kj--klk---h--gh--h77---f--h---h--e--e---3,
chant_088050,Contra istos sanctos in justitia,a02179,4,,,D-KA Aug. LX,1.4,a001v,3.0,,,feast_0787,genre_a,office_m,source_414,,http://cantus.uwaterloo.ca/chant/676760/,Contra istos sanctos in justitia tua deus deductos mundus quam ipsi sprevere coepit persecutionem movere,Contra istos sanctos in iusticia tua deus deductos mundus quam ipsi sprevere cepit persecutionem movere | Euouae,1---df--ef---g--edc---de--e---g---g--h--g--f---gh--h7---gf--g---gf--e--e---f--d---e---f--dc---df--e--e7---fe--d---f--f--gh--g--gf--g---gh--e--e---4---h--g--h--j--g--e77---3,
chant_089520,Corde et animo Christo canamus,001931,8,,G1,I-Ac 693,4,221r,2.0,,,feast_1204,genre_a,office_l,source_379,,http://cantus.uwaterloo.ca/chant/172515/,Corde et animo Christo canamus gloriam in hac sacra sollemnitatem praecelsae genetricis dei Mariae,Corde et animo xpisto canamus gloriam in hac sacra sollempnitatem precelse ienitricis dei marie | ~Benedicite,1---gfE--e---f---gh--h--g---g--g---h--g--gd---fgh--fe--def---d---d7---fg--g---g--g--g--h--g---h--hjkh--jh---g--g--hj--h---hg--e---fg7--g--g---4---k--k--j--k--h--g---3,
chant_091804,Credimus Christum filium dei verum,001946,2,,e,D-KA Aug. LX,2.4,162r,6.0,,,feast_0162,genre_a,office_m,source_414,,http://cantus.uwaterloo.ca/chant/618312/,Credimus Christum filium dei verum deum esse qui sibi talem elegit famulam,Credimus xpistum filium dei verum deum esse qui sibi talem elegit famulam | ~Dominus regnavit,1---f--fe--dc---df--d---ef--g--eD---f--e---g--f---gh--g---fe--dfd---d---c--d---f--e---f--g--fe---d--cd--d---4---h--h--hg--ef--f7---3,
chant_092418,Crucifixus surrexit a mortuis redemit,001957,6,,1,F-Pn lat. 15181,,311v,3.0,,,feast_0472,genre_a,office_r,source_447,,http://cantus.uwaterloo.ca/chant/410522/,Crucifixus surrexit a mortuis redemit nos alleluia alleluia,Crucifixus surrexit a mortuis redemit nos alleluya alleluya | euouae,1---f--hg--h--f---gh--g--fe---df---fef777--dc--c---fg-hg--h--g---fe---df--fef--d--c7---f--fg--gF--f---4---h--h--f--gh--g--f7---3,
chant_092764,Cui Eva oboedivit haec serpentis,200960,2,,*,A-KN 1012,1.2,118r,8.0,,,feast_0281,genre_a,office_m,source_166,,http://cantus.uwaterloo.ca/chant/286548/,Cui Eva oboedivit haec serpentis caput trivit jugum spernens nuptiarum deo vovit caelibatum,Cui eva obedivit hec serpentis caput trivit iugum spernens nuptiarum deo vovit celibatum,1---a--cd---dfd--d---fd--cd--d--d---d---ef--g--gf---gh--fe---d7--d---d--cA---cD--d---d--c--df--f---e--f---g--fe---d--fd--cd--d---4---7f--f--f--f--cd--d---3,
chant_093723,Cum appropinquaret dominus Jerusalem videns,001975,1,,G1,I-Ac 693,B,179r,1.0,,,feast_0464,genre_a,office_l,source_379,,http://cantus.uwaterloo.ca/chant/172184/,Cum appropinquaret dominus Jerusalem videns civitatem flevit super illam et dixit quia si cognovisses et tu quia venient dies in te et circumdabunt te inimici tui vallo et circum dabunt te et coangustabunt te undique et ad terram prosternent te eo quod non cognovisti tempus visitationis tuae alleluia,CUm appropinquaret dominus ierusalem videns civitatem flevit super illam et dixit quia si cognovisses et tu quia venient dies in te et circumdabunt te inimici tui vallo et circum dabunt te et coangustabunt te undique et ad terram prosternent te eo quod non conognovisti tempus visitationis tue alleluia | ~Benedictus,1---g---gF--c--d--dhj--h---h--gf--e---f--g--fe--d---d--dc7---f--g--fgh--h---hjklkJ--hjh---h--gf---ef--g---fe---d--d---de--c---d7---e--f--gh--ed---f---d---dh-hj--h---hjkj--hg--g---gj--lj---k-k---h---g7---k--j--k--j---hg---h--g--h--g---h--k---k--h---h---k--j7---k--j---h---j---h--g--hg--kl--j---kj---h--gh--h---h7---hjh---g--eC---g--j--kj---h---hl-l--h---g---k---j--kj7--h--g---g--ghg---e--f--g--h--g--f---fe--dc---d--fe--d--d7---4---h--h--g--f--gh--g---3,
chant_094018,Cum aurora finem daret beata,002437,1,,1,NL-Uu 406,B,202r,11.0,,,feast_0162,genre_a,office_l,source_573,,http://cantus.uwaterloo.ca/chant/497140/,Cum aurora finem daret beata Caecilia dixit eia milites Christi abicite opera tenebrarum et induimini arma lucis alleluia,Cum aurora finem daret beata cecilia dixit eia milites xpycti abicite opera tenebrarum et induimini arma lucis alleluia | euouae,1---c---d--dh-k--h---h--gF---gh--h---h--h--h---gf--ef--g--fe7---d--d---hkJ--h---hg--h--kj---hk--h---f--h--g--f---g--f--edc---d--fe--d--d---d---d--d--ff-g--dddfedcd--dc---fgghgF--f---fe--dc---dF--fe--d--d77---4,
chant_095439,Cum fortis armatus custodit atrium,002456,3,,A1,A-Wn 1799**,,054r,8.0,,,feast_0438,genre_a,office_p,source_531,,http://cantus.uwaterloo.ca/chant/544241/,Cum fortis armatus custodit atrium suum in pace sunt omnia quae possidet,Cum fortis armatus custodit atrium suum in pace sunt omnia que possidet | Euouae,1---g---gk--h---ghkH--jk--k---k--j--k---l--k--j---h--g77---gh---k--j---ghkG---h--gf--f---ef---g--fe--e---4---k--k--k--h--k--jh---3,
chant_097661,Cum turba plurima conveniret ad,002040,8,,G1,I-Ac 693,B,061r,11.0,,,feast_0474,genre_a,office_l,source_379,,http://cantus.uwaterloo.ca/chant/171078/,Cum turba plurima conveniret ad Jesum et de civitatibus properarent ad eum dixit per similitudinem exiit qui seminat seminare semen suum,Cum turba plurima conveniret ad ihesum et de civitatibus properarent ad eum dixit per similitudinem exiit qui seminat seminare semen suum | ~Benedictus,1---gF---gk--h---gh--g--g---g--g--hj--h---g---fg--g---g---g---j--k--lm7--l--klk---hG--fgf--h--k---jh---g--g---h--g---g---e--f--gf--ef--ed7--d---gh--fg--g---h---k-k--j--gh---h--gf--e--f---gh--h---g--g7---4---k--k--j--k--h--g---3,
chant_098212,Cum vocatus fueris ad nuptias,002055,7,,*,D-KA Aug. LX,2,212r,7.0,,,feast_0411,genre_a,office_e,source_414,,http://cantus.uwaterloo.ca/chant/619413/,Cum vocatus fueris ad nuptias recumbe in novissimo loco ut dicat tibi qui te invitavit amice ascende superius et erit tibi gloria coram simul discumbentibus alleluia,Cum vocatus fueris ad nuptias recumbe in novissimo loco ut dicat tibi qui te invitavit amice ascende superius et erit tibi gloria coram simul discumbentibus alleluia,1---g---g--j--k7---l--m--k---k---lm--m--l---m--l--k---kJ---h--jk--h--h---g--g---gh---f--h---k--k---k---k---kJ--h--kl--l---h--l7--l---l--l--lk---h--k--k--k---m---m--l---k--j---kl--kj--gh---f--h---k--k---kj--h--jk--h--gf---gh--h--g--g7---4,
chant_099411,Cumque navi sanctum corpus imposuissent,002067,4,,E1,A-KN 1018,4,159v,3.0,,,feast_1312,genre_a,office_l,source_265,,http://cantus.uwaterloo.ca/chant/294059/,Cumque navi sanctum corpus imposuissent tempestas quae toto saevivit pelago nulli eorum fuit impedimento,Cumque navi sanctum corpus inposuissent tempestas que toto sevivit pelago nulli eorum fuit inpedimento,1---e--d---f--e---f--g---h--g---f--gh--gf--e--e---h7--gjk--h---g---h--g---f--h--g---fe--de--e---c--df---f--f--f7---e--f---gF--d--f--e--e---4---7h--g--h--k--g--e7---3,
chant_100074,Cumque vidisset ventum validum venientem,002076,2,,D1,CDN-Hsmu M2149.L4,,184v,3.0,,,feast_0180,genre_a,office_s,source_297,,http://cantus.uwaterloo.ca/chant/272374/,Cumque vidisset ventum validum venientem timuit et cum coepisset mergi clamavit dicens domine salvum me fac,Cumque vidisset ventum validum venientem timuit et cum cepisset mergi clamavit dicens domine salvum me fac | Euouae,1---cd--d---dc--df--d---d--fe---ded--cd--d---d--fe--fg--fe7---de--dc--c---a---cd---dc--d--fe---fe--dedc---cd--fe--fgfe---d--d7---f--fe--dedc---eghg--efec---efee---d---4---f--f--f--e--c--d7---3,
chant_100251,Cunctis valde venerandus est beatus,201087,1,,2,F-Pn lat. 12044,1,163r,7.0,,,feast_0090,genre_a,office_l,source_014,,http://cantus.uwaterloo.ca/chant/402203/,Cunctis valde venerandus est beatus Arnulfus primum illis quibus datus est a deo corpore,CUNCTIS valde venerandus est beatus arnulfus primum illis quibus datus est a deo corpore | Seuouae,1---d--d---fE--dc---f--gh--hij--h---h---g--fe--df-gfe---d--cD--d7---h--hh---g--h---k--Ij---hgh--h---h---g---fed--e---F--dcd--d---4---h--h--g--f--g--gfed---3,
chant_100842,Custodiebant testimonia ejus et praecepta,002083,4,,*,D-KA Aug. LX,2.7,167v,12.0,,,feast_0198,genre_a,office_m,source_414,,http://cantus.uwaterloo.ca/chant/618437/,Custodiebant testimonia ejus et praecepta ejus alleluia,Custodiebant testimonia eius et precepta eius alleluia,1---c--b--c--ef--f7---g--h--j--h--g---h--h---e---h--g--g---ee--ed---cd--eg--e--e7---3,
chant_102090,Dabit illi deus sedem David,002093,6,,*,D-KA Aug. LX,2.3,057r,16.0,,,feast_0067,genre_a,office_m,source_414,,http://cantus.uwaterloo.ca/chant/616075/,Dabit illi deus sedem David patris ejus et regnabit in domo Jacob in aeternum et regni ejus non erit finis,Dabit illi deus sedem david patris eius et regnabit in domo iacob in eternum et regni eius non erit finis,1---f--ghf-fe---dC--df---fg-gf--f---fe--dC---f--gh---ijh--gh---fg--f---f---h--jk--k---jH---g--h7---jk--k---jh---gh--fd-e--f---f---fE--dc---fghg-h--jhgf---ghf---gf--dE---f--f---3,
chant_102642,Damasci praepositus gentis Aretae regis,002096,8,,G1,CH-Fco 2,4,196r,5.0,,,feast_1321,genre_a,office_l,source_477,,http://cantus.uwaterloo.ca/chant/256431/,Damasci praepositus gentis Aretae regis voluit me comprehendere a fratribus per murum submissus sum in sporta et sic evasi manus ejus in nomine domini,Damasci prepositus gentis arethe regis voluit me comprehendere a fratribus per murum submissus sum in sporta et sic evasi manus eius in nomine domini | ~Benedic | euouae,1---ghk--h--hg---f--fh--h--g---g--j---k--l--kh---k--k---k--k--k---k7---j--h--k--jH--g---g---h--g--h---g---hgf--f---f--g--f---g---h---kl7--kj-klk---k---l---j--k--h---k--g---h--g---g---ef--fh--h---g--g--g---4---g--h--k---3---k--k7--j--k--h--g---3,
chant_102742,Dansque illi sancta dixit accipe,002097,8,,1,F-Pn lat. 15181,3.3,367r,2.0,,,feast_1625,genre_a,office_m,source_447,,http://cantus.uwaterloo.ca/chant/411228/,Dansque illi sancta dixit accipe hoc care meus quod mox complebo tibi una cum patre meo,Dansque illi sancta dixit accipe hoc care meus quod mox complebo tibi una cum patre meo | euouae | ~Deus venerunt,1---g--g---gk--h---h--gf---gh7--g---gj-klm--l--l---k---m--l---nm--l---j7---l---l--m--l---kj--klkj---h--h---g7---hkh--jh---g--g---4---k--k--j--k--h--g---3---g--h---k7---3,
chant_103243,Datum est opus eorum in,002103,7,,D1,A-KN 1012,5,073r,1.0,,,feast_1132,genre_a,office_l,source_166,,http://cantus.uwaterloo.ca/chant/285792/,Datum est opus eorum in veritate ideo in terra sua duplicia possidebunt et laetitia sempiterna erit eis in Christo,Datum est opus eorum in veritate ideo in terra sua duplicia possidebunt et leticia sempiterna erit eis in xpisto,1---g--gl---l---m--l7---k--klk--l---lmL---h--kh--g--g---g--gl--l---mL---kl--l---ml--l---lm--l--kj--h---k--hkh--g--g---g7---h--j--kl--l---m--k--lK--hg---f--h---klkjhg--hk---hG---g--g---4---7l--l--m--l--lk--l---3,
chant_104208,De necessitatibus nostris libera nos,002114,5,,A1,A-Wn 1799**,2.3,039r,10.0,,,feast_1501,genre_a,office_m,source_531,,http://cantus.uwaterloo.ca/chant/543997/,De necessitatibus nostris libera nos domine,De necessitatibus nostris libera nos domine | ~Confitemini,1---h---h--f--h--k--j--h---k--k---k--k--j---g---h--g--f7---4---k--k--l--j--k--h---3,
chant_105248,De quinque panibus et duobus,002117,1,,F1,I-Ac 693,,092v,2.0,,,feast_0445,genre_a,office_t,source_379,,http://cantus.uwaterloo.ca/chant/171375/,De quinque panibus et duobus piscibus satiavit dominus quinque milia hominum,De quinque panibus et duobus piscibus satiavit dominus quinque milia hominum | ~Euouae,1---dc---f--g7---f--gh--h---j---h--g--g---f--gh--g---g--g--e--g---h--gf--fg---e--dc7---eg--ed--fe---d--cd--d---4---h--h--g--fgh--gf7---3,
chant_106519,Dedisti hereditatem timentibus nomen tuum,002133,8,,G1,CH-E 611,2.1,252r,2.0,,,feast_0198,genre_a,office_m,source_564,,http://cantus.uwaterloo.ca/chant/232993/,Dedisti hereditatem timentibus nomen tuum domine,Dedisti hereditatem timentibus nomen tuum domine | ~Exaudi deus deprecationem,1---g--k--kg---jk--h--g--hg--f---h--k--k--kg---j--k---h--h---j--h--g7---4---k--k--j--k--h--g---3,
chant_108288,Descendi in hortum nucum ut,002155,7,,A1,A-Wn 1799**,2.5,154v,4.0,,,feast_0093,genre_a,office_m,source_531,,http://cantus.uwaterloo.ca/chant/546066/,Descendi in hortum nucum ut viderem poma convallis et inspicerem si floruissent vineae et germinassent mala punica revertere revertere Sunamitis revertere revertere ut intueamur te,Descendi in ortum nucum ut viderem poma convallis et inspicerem si floruissent vinee et germinassent mala punica revertere revertere sunamitis revertere revertere ut intueamur te | ~Cantate,1---g--jkl--l---m---o--l---m--l---l---lm--m--l---kj--h---j--hh--g---g---hk--kj--hk--k---k---kj--h--j7--k---l--kj--j---k---j--kl--l--kh---j--h---g--fg--g---l--l--m--o---n--o--m--lm---n--m--l7--l---l--l--k--j---kl--lK--h--g---g---hj--j--h--jkj--h---g---4---l--l--m--l--k--jh---3,
chant_108741,Descendit hic justificatus in domum,002158,8,,G1,I-Ac 693,M,179v,2.0,,,feast_0395,genre_a,office_v2,source_379,,http://cantus.uwaterloo.ca/chant/172187/,Descendit hic justificatus in domum suam ab illo quia omnis qui se exaltat humiliabitur et qui se humiliat exaltabitur,DEscendit hic iustificatus in domum suam ab illo quia omnis qui se exaltat humiliabitur et qui se humiliat exaltabitur | Euouae,1---g--gk--hg---h---gf--g--hjk--klk--h---l---kj--g---h--gf---gh---g--g---f--h7---klm--kj---h---l---k--kj--gh---kh--j--h--g--fg--g---g---g---h---g--f--e--d7---fh--h--g--fg--g---4---k--k--j--k--h--g77---3,
chant_110586,Deus caritas est et qui,002167,8,,G2,CH-E 611,M,123v,3.0,,,feast_0421,genre_a,office_v,source_564,,http://cantus.uwaterloo.ca/chant/230606/,Deus caritas est et qui manet in caritate in deo manet et deus in eo alleluia,Deus caritas est et qui manet in caritate in deo manet et deus in eo alleluia | euouae,1---fg--g---hk--kj--h---g---gk---k---lm--l---l---h--k--kj--hg---g---hg--f---g--f7---h---gk--kj---h---g--ghg---e--fg--g--g---4---k--k--j--k--h--ghg7---3,
chant_110884,Deus deus meus ad te,002170,1,,F1,CH-E 611,3,049r,3.0,,,feast_0473,genre_a,office_l,source_564,,http://cantus.uwaterloo.ca/chant/229230/,Deus deus meus ad te de luce vigilo quia factus es adjutor meus,Deus deus meus ad te de luce vigilo quia factus es adiutor meus | euouae,1---d--d---f--f---d--d---dC---fE---g---h--g---h--g--fgfe7-fedc-dc---c--d---f--g---f---ef--g--fE---d--d---4---h--h--hg--f--gh--gF---3,
chant_115841,Dicite filiae Sion ecce rex,002201,8,,G2,CH-E 611,,003v,8.0,,,feast_0595,genre_a,office_x,source_564,,http://cantus.uwaterloo.ca/chant/228357/,Dicite filiae Sion ecce rex tuus veniet tibi Sion noli timere ecce rex tuus veniet,Dicite filie syon ecce rex tuus veniet tibi syon noli timere ecce rex tuus veniet | euouae,1---e--fg--g---f--gh--hg---fg--g---f--g---hijH---h--g---f--gh--h---g--g---hkl--lh---h--k---l--jkhg--g---f7--g---hjk---h--gf---gh--h--g---4---k--k--j--k--h--ghg---3,
chant_116127,Dicite invitatis ecce prandium meum,002202,8,,G1,CH-Fco 2,B,139r,5.0,,,feast_0413,genre_a,office_l,source_477,,http://cantus.uwaterloo.ca/chant/255475/,Dicite invitatis ecce prandium meum paravi venite ad nuptias alleluia,Dicite invitatis ecce prandium meum paravi venite ad nuptias alleluya | euouae,1---f--fg--ghgf---fh--h--g--g---g--g---gh--g--g---hj--h---g7--ghgfg--gf---hk--k--kj---h---kj--hg--ghg---f--fg--g--g---4---k--k--j--k--h--g---3,
chant_116521,Dicunt ei illi mulier quid,002210,3,,3,NL-Uu 406,3,149r,3.0,,,feast_1115,genre_a,office_l,source_573,,http://cantus.uwaterloo.ca/chant/495911/,Dicunt ei illi mulier quid ploras dicit eis quia tulerunt dominum meum et nescio ubi posuerunt eum,Dicunt ei illi mulier quid ploras dicit eis quia tulerunt dominum meum et nescio ubi posuerunt eum,1---ed--g---hk--k---klK--kj7---k--hg--g---gh---efg--g---gf--ghg---e--e---g--g---g--hk--k---k--j--h---h--g---g---hk--hg--g---e--f---g--gf--g7--ghg---e--e---4,
chant_116786,Dies domini sicut fur ita,002215,1,,1,F-Pn lat. 12044,,003r,7.0,,,feast_0714,genre_a,office_s,source_014,,http://cantus.uwaterloo.ca/chant/398387/,Dies domini sicut fur ita in nocte veniet et vos estote parati quia qua hora non putatis filius hominis veniet,Dies domini sicut fuR ita in nocte veniet et vos estote parati quia qua hora noN putatis filius hominis veniet | euouae,1---c--d---d--dh--hij---h--g---h---g--e---f---g--fe---d--d--d---dfE---c---d--ef--g---fe--df--dc---fh--gh---fg---h--f---e7---f--d--cf---fg--e--fe---dc--d--efe---d--d--d---4---h--h--g--f--gh--g---3,
chant_118779,Dignare me laudare te virgo,002217,4,,E1,A-KN 1018,3.2,103v,4.0,,,feast_0093,genre_a,office_m,source_265,,http://cantus.uwaterloo.ca/chant/293416/,Dignare me laudare te virgo sacrata da mihi virtutem contra hostes tuos,Dignare me laudare te virgo sacrata da michi virtutem contra hostes tuos,1---e--d--e---g---g--g7--hj---h---gh--j---hg--h--h---h---eh--g---g--ed--ed---c--d7---e--g---e--e---4---7h--g--h--k--g--e7---3,
chant_120043,Dilexit Andream dominus in odorem,002229,8,,G1,A-Wn 1799**,,185r,5.0,,,feast_0055,genre_a,office_l,source_531,,http://cantus.uwaterloo.ca/chant/546742/,Dilexit Andream dominus in odorem suavitatis alleluia,Dilexit andream dominus in odorem suavitatis alleluia | Euouae,1---g--gk--h---g--h--gF---ghg--fg--g---kj---hk--k--k---kh--jk--h--hg--f---gh--h--g--g---4---k--k--j--k7--h--g---3,
chant_120082,Dilexit Andream dominus in odorem,002229,8,,G1,CH-Fco 2,2.2,161r,1.0,,,feast_0055,genre_a,office_m,source_477,,http://cantus.uwaterloo.ca/chant/255742/,Dilexit Andream dominus in odorem suavitatis alleluia,Dilexit andream dominus in odorem suavitatis alleluya | ~Exaudi deus deprecationem | euouae,1---g--gk--h---g--h--gf---ghg--fg--g---jk---lj--k--k---kh--j--h--g--g---fh--h--g--g---4---g7--h--k--k--k---3---k--k--j--k--h--g---3,
chant_122664,Dixerunt Turonici ad beatum Martinum,201285,7,,2,NL-Uu 406,1,135r,3.0,,,feast_1686,genre_a,office_l,source_573,,http://cantus.uwaterloo.ca/chant/495601/,Dixerunt Turonici ad beatum Martinum quare tam graviter obdormisti ostende quaesumus pietatem succurre fer opem miseris,Dixerunt turonici ad beatum martinum quare tam graviter obdormisti ostende quesumus pietatem succurre fer opem miseris,1---g--g--j---k--lm--m--l---lkj---h--jk--lk---h--g--g---gh--f---h---k--l--kl---n--m--l--l---l--lonoN--mln---k--l--no7---ml--kl--llml--l---lk--lk--hgg---fh---klk-lnlkk--ijH---g--fg--g---4,
chant_123158,Dixerunt pharisaei ad Joannem quis,002264,1,,*,D-KA Aug. LX,B,012r,2.0,,,feast_0444,genre_a,office_l,source_414,,http://cantus.uwaterloo.ca/chant/615028/,Dixerunt pharisaei ad Joannem quis ergo es ut responsum demus his qui miserunt nos et ait illis ego vox clamantis in deserto parate viam domini sicut dixit Isaias propheta,Dixerunt pharisei ad iohannem quis ergo es ut responsum demus his qui miserunt nos et ait illis ego vox clamantis in deserto parate viam domini sicut dixit esaias propheta,1---d--d--f---d--dc--d--fe---d---fe--dfdd--dc---fgh---h--gf-gff---d---f7---g--h--g---ffg--fe---gh---fe---fg--fe--c---d---c---d--fe---dfdd--dc---fgh--hg-hgf-gfdc---f---g--h--gf---g---gh7--ff--gff---f--h--g---f--f---f--dfdcd--dc---c--d---ffg--f---ff--ef--gh---fe--d--d7---4,
chant_125110,Dixit autem pater ad servos,002280,8,,G1,D-KNd 1161,M,055v,2.0,,,feast_0438,genre_a,office_v,source_067,,http://cantus.uwaterloo.ca/chant/602933/,Dixit autem pater ad servos suos cito proferte stolam primam et induite illum et date annulum in manu ejus et calceamenta in pedes ejus,Dixit autem pater ad servos suos cito proferte stolam primam et induite illum et date anulum in manu eius et calciamenta in pedes eius | euouae,1---gk--h7---h--g---h--g---d---gh--h---g--g---lj-lm--l---l--lm--l---kj--hk---kj--g---j7---l--k--j--h---jH--g---j---l--k---l--k--j---hG---h--k---kJ--k---k---k--j--kl--l--g7---h---kh--jh---g--g---4---k--k--j--k--h--g---3,
chant_125126,Dixit autem pater ad servos,002280,8,,2,NL-Uu 406,,075v,2.0,,,feast_1468,genre_a,office_e,source_573,,http://cantus.uwaterloo.ca/chant/493766/,Dixit autem pater ad servos suos cito proferte stolam primam et induite illum et date annulum in manu ejus et calceamenta in pedibus ejus,Dixit autem pater ad servos suos cito proferte stolam primam et induite illum et date anulum in manu eius et calciamenta in pedibus eius,1---gggk--h---hG--g---h--g---f---gh--h---g--g---lj-lm--l---l--lmL--l---kl--k---k--g---h---k--k--j--h---kJ--g7---j---l--k---l--k--k---kG---h--hl---k--k---k---kJ--j--kl--llK--g---hK---kh--kh---g--g---4,
chant_127194,Doleo super te frater mi,002321,1,,D2,CH-Fco 2,14M,135v,1.0,,,feast_0332,genre_a,office_v2,source_477,,http://cantus.uwaterloo.ca/chant/255439/,Doleo super te frater mi Jonathas amabilis valde super amorem mulierum et sicut mater unicum amat filium ita diligebam sagitta Jonathae numquam abiit retrorsum nec declinavit clipeus ejus in bello et hasta ejus non est aversa,Doleo super te frater mi ionathas amabilis valde super amorem mulierum et sicut mater unicum amat filium ita diligebam sagita ionathe numquam abiit retrorsum nec declinavit clippeus eius in bello et hasta eius non est adversa | euouae,1---dd--c--d---f--e---d-fd-dc---fg-hj--h---ghg---fe--fg--gh7-jh-hg---cd--dc--f--e---d--d---d--c---d--f--g---ed--fe--d--d---dc---f--g---h--g7---h--g--f---g--gh---f--ffed--dfd-dc---c--df---g--fe--d--d---hjk--kj--g---h--kj--h---h7--ghg---e--f--g---fe--d--d---dc---f--g--h--g---h--g--f---gh--hg---f---fg--ed7---e---c--df---fgf--f---gh-hgfedc---d---efe--d--d---4---h--h--g--f--gh--ggfed---3,
chant_127586,Domine Jesu Christe seminator casti,002354,8,,w,D-KA Aug. LX,2.1,162r,3.0,,,feast_0162,genre_a,office_m,source_414,,http://cantus.uwaterloo.ca/chant/618309/,Domine Jesu Christe seminator casti consilii suscipe seminum fructus quos in Caecilia seminasti,Domine ihesu xpiste seminator casti consilii suscipe seminum fructus quos in cecilia seminasti | ~Benedixisti,1---fgh--g--g---g--g---gh--g---g--g--fe--f---d--e---f--gh--h--g---jk--l--j---k--h--h---g--h---d---e---f--g--h--gf---h7--hk--g--g---4---k--k--j--kjhg7---3,
chant_127724,Domine abstraxisti ab inferis animam,002325,8,,w,D-KA Aug. LX,2.3,090r,5.0,,,feast_1497,genre_a,office_m,source_414,,http://cantus.uwaterloo.ca/chant/616767/,Domine abstraxisti ab inferis animam meam,Domine abstraxisti ab inferis animam meam | ~Exaltabo,1---g--g--g---h--h--g--gf---gh---kj--hj--kh---f--h--h---g--g7---3---k--k--j--kj--h--g---3,
chant_127727,Domine abstraxisti ab inferis animam,002325,8,,G1,I-Ac 693,2.3,117r,5.0,,,feast_1497,genre_a,office_m,source_379,,http://cantus.uwaterloo.ca/chant/171675/,Domine abstraxisti ab inferis animam meam,Domine abstraxisti ab inferis animam meam | ~Exaltabo te,1---g--g--g---h--h--g--gf7---gh---k--hk--jh---gf--fh--h---g--g---4---k--k--j--k--h--g777---3,
chant_128581,Domine deus in adjutorium meum,002330,2,,D1,CH-E 611,2.3,149r,6.0,,,feast_0696,genre_a,office_m,source_564,,http://cantus.uwaterloo.ca/chant/231046/,Domine deus in adjutorium meum intende,Domine deus in adiutorium meum intende | euouae,1---d--f--e---f--d---d---f--f--f--e--d---dc--f---eD--d7--d---4---f--f--f--e--cd--d---3,
chant_128584,Domine deus in adjutorium meum,002330,2,,*,F-Pn lat. 15181,1.1,050r,1.0,,,feast_0725,genre_a,office_m,source_447,,http://cantus.uwaterloo.ca/chant/408262/,Domine deus in adjutorium meum intende,Domine deus in adiutorium meum intende,1---d--f--f---fe--d---d---f--e7--f--e--d---dc--d---efe--d--d7---4,
chant_129564,Domine dominus noster quam admirabile,002344,1,,G1,US-Cai 1911.142b,2.3,144v,1.0,,,feast_0245,genre_a,office_m,source_226,,http://cantus.uwaterloo.ca/chant/674578/,Domine dominus noster quam admirabile est nomen tuum in universa terra quia gloria et honore coronasti sanctum tuum et constituisti eum super opera manuum tuarum,Domine dominus noster quam admirabile est nomen tuum in universa terra quia gloria et honore coronasti sanctum tuum et constituisti eum super opera manuum tuarum | ~Ipsum [Domine] | euouae,1---dhj--h--h---hk--h--h---h--hghjhg7---g---f--g--h--g--f---g---gh--fe---d--d7---d---f--g--eD--fe---d--d---d--f---g--g--g---h7---gf--g--f---f--g--h--gf---gh--g---fg--f---f7---f--f--d--e--d---d--c---c--d---ffg--f--f---h7--g--fe---fgfe--d--d---4---f--gh--h---3---h--h--g--f--gh--g---3,
chant_129968,Domine filia mea modo defuncta,002346,1,,*,A-KN 1012,1,151r,4.0,,,feast_0433,genre_a,office_e,source_166,573744500cfdf8d43c5062a515e44fa12831a6cfd7832e53a2cb1e3b527ff3db,http://cantus.uwaterloo.ca/chant/286967/,Domine filia mea modo defuncta est sed venit impone manum tuam super eam et vivet,Domine filia mea modo defuncta est sed venit impone manum tuam super eam et vivet,1--f--gh--h---k--h--g---h--ghg---ef--g---f--g--fe---d---d---fe--d---fD--f--f7---gh--g---hk--hg---f--f---ef--g---fE---d--d---4,
chant_134068,Domine si hic fuisses Lazarus,002383,1,,G1,D-KNd 1161,M,062v,5.0,,,feast_0739,genre_a,office_v2,source_067,,http://cantus.uwaterloo.ca/chant/603032/,Domine si hic fuisses Lazarus non esset mortuus ecce jam foetet quatriduanus in monumento,Domine si hic fuisses lazarus non esset mortuus ecce iam fetet quatriduanus in monumento | euouae,1---f--gh--h---f---h---g--h--ghg---e--f7--g---e---gh--fe---d--cd--d---f--e---ghfe---df--fc---dc--f--gh--h--ghg---ef---g--fe--d7--d---4---h--h--g--f--gh--g---3,
