id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes
chant_120424,Diligebat autem eum Jesus quoniam,006454,3,,,NL-Uu 406,2.3,029v,10.0,,,feast_0994,genre_r,office_m,source_573,,http://cantus.uwaterloo.ca/chant/492397/,Diligebat autem eum Jesus quoniam specialis praerogativae castitatis ampliori dilectione fecerat dignum quia virgo electus ab ipso virgo in aevum permansit,Diligebat autem eum ihesus quoniam specialis prerogativae castitatis ampliori dilectione fecerat dignum | quia virgo electus ab ipso virgo in aevum permansit,1---gh--gh--ghhkJ--k---hk--k---kkj--jH---hhhk-kjhg--ghhhkjh-jkgg---f-f-effg-h--g--g7---g--g--hg-hj--h---h--h--hg--hk--h---hgg--fgh-kg-hg--egffee--f---dg--g--hkhg--hhkkJ---k--k--k--k--lk---hkhhg-gh--g--ghhk---kjjh-khgh--hg---3---g--h---klklK--jk---h--h--hg---hk---hg-hg--f-eg-ff7-fed-fd---fD--e---f---gh--hhhkjg---g--gf-ge-ffgD--fe---4,
chant_120428,Diligebat autem eum Jesus quoniam,006454,3,,,CH-Fco 2,5,031v,4.0,,,feast_0994,genre_r,office_m,source_477,,http://cantus.uwaterloo.ca/chant/253746/,Diligebat autem eum Jesus quoniam specialis praerogativa castitatis ampliori dilectione fecerat dignum quia virgo electus ab ipso virgo in aevum permansit,Diligebat autem eum ihesus quoniam specialis prerogativa castitatis ampliori dilectione fecerat dignum | Quia virgo electus ab ipso virgo in evum permansit,1---ef--e7--gh-jk--k---k--k---kj--j---hkjg--ghj-kjh-jkg-gefe---ef-gh--g--g---g--g--hghj--h7---h--h--hg--hj--h---h--hgf-fgh-jghg--egf-fe---dg--g--hjhg-hjk--k---k--kl--k--kj--hjhg---gh--g7--gh-jk---kkjh-jhgh--hg---3---g--h---klkl--jk---h--h--hg---hj---hgh--efe-gfe-fed-ed---f-fE--e77---f---gh--hjkjg---g--ge-fg--fe---4,
chant_122927,Dixerunt impii apud se non,006464,1,,,F-Pn lat. 15181,3.1,274r,1.0,,,feast_0476,genre_r,office_m,source_447,,http://cantus.uwaterloo.ca/chant/410111/,Dixerunt impii apud se non recte cogitantes circumveniamus justum quoniam contrarius est operibus nostris promittit se scientiam dei habere filium dei se nominat et gloriatur patrem se habere deum videamus si sermones illius veri sint et si est vere filius dei liberet illum de manibus nostris morte turpissima condemnemus eum,Dixerunt impij apud se non recte cogitantes circumveniamus iustum quoniam contrarius est operibus nostris promittit se scientiam dei habere filium dei se nominat et gloriatur patrem se habere deum | Videamus si sermones illius veri sint et si est vere filius dei liberet illum de manibus nostris morte turpissima condempnemus eum,1---h--h--ghk---klkjh-jkjh--gh-jk--jhh---f7--ghG---h---g---h--gh---g--f--efgfg--fgfed7---d--ef--gh--ge--fg--fe---defede--ed7---hk--hg--h---h--klm--l--l---lm---gh7--klm--kj--gh---hj-kjk--jh---h--l--kJ---h7---h--k--kj--gh---h--g---k--jkjhj--jh---l--kj7--gh---h--g---l---lkjh-jkjh--gh-jkjhj--jh---k7---g--h--k--k---k--j---hjg-ge---h--h--kh-jkj7---hjkjhj--jh---3---h--h--klmlkj-klkl--kl-mh---g7---h--k--kj---hG--klm--kj---hjkjh--hjkjhj---jh7---g---h---kkjkj---gh-jkjhj--jh---l--kj--gh---h--g7---l--kj--gh---h--hf---gh---gf--f--efgfe777---defef--ed---fg--fed---ef--g--f--gfgh7---c--d--fgh--fe---defede--ed7---4,
chant_124816,Dixit autem Maria ad angelum,006469,1,,,F-Pn lat. 12044,3.3,064v,10.0,,,feast_0067,genre_r,office_m,source_014,,http://cantus.uwaterloo.ca/chant/399876/,Dixit autem Maria ad angelum ecce ancilla domini fiat mihi secundum verbum tuum,Dixit autem maria ad angelum ecce ancilla domini | fiat michi secundum verbum tuum,1---dfd-dc--c---fghgf-ghg-hij--h---h--ghgf--f---e-fgf-gfe7---eD--defef--ed---ff--dfd-dc---dC--fghg-hj--h---hkIjg-fg-hij--h--h---3---d--dh---h-h-hgfg--f---hhgf--G--dfddc---cd-fg--edf---dec-ffd--d---4,
chant_128850,Domine deus qui conteris bella,006492,2,,,D-KA Aug. LX,5,201v,6.0,,,feast_0324,genre_r,office_h,source_414,,http://cantus.uwaterloo.ca/chant/619233/,Domine deus qui conteris bella ab initio eleva bracchium tuum super gentes quae cogitant servis tuis mala et dextera tua glorificetur in nobis,Domine deus qui conteris bella ab initio eleva brachium tuum super gentes que cogitant servis tuis mala | et dextera tua glorificetur in nobis,1---cdf--d--f---fe-fgdf--ddc---d---f--fe--d---d--d---d---df-gf-fe--d--defede--fd---f--fghg-hkh--h---g--fe--fg---fgf-fede--fd---df--d7---d--d---d---df--d--d---d--defedc---d--fe-fgf---fedf--dc---3---cdf---f--ef--dc-df---dfcd--cdc-ca---a--c--d--dfec--ef---gf-fe---defede--fd7---4,
chant_131009,Domine ne in ira tua,006501,1,,,CH-E 611,1,041v,4.0,,,feast_0500,genre_r,office_m,source_564,,http://cantus.uwaterloo.ca/chant/229121/,Domine ne in ira tua arguas me neque in furore tuo corripias me miserere mihi domine quoniam infirmus sum,Domine ne in ira tua arguas me neque in furore tuo corripias me | miserere michi domine quoniam infirmus sum,1---de-fed--de-fed--df---c---d---fg--fg---fe--fgf-fe---dC--d--dfd-dfef---ed---h--hg-hkg-gf7---g---h--kk--lk---kj-hkhj--kh---fgh--fe--d--dfef---ed---3---g--h--klm--llk---kj--hg---klkjh7-jkjh--ghkjhj--kh---h--g--hghh-ef-gfge-fg-hghG---ff--df-fe--defede---fd7---4,
chant_139823,Dono sapientiae plenus arrogantiae fastum,600638,4,,,CH-Fco 2,2.1,182v,1.0,,,feast_0080,genre_r,office_m,source_477,,http://cantus.uwaterloo.ca/chant/256222/,Dono sapientiae plenus arrogantiae fastum qui timebat sub indocti facie tantumdiu gratiae lumen abscondebat,Dono sapiencie plenus arrogancie fastum qui timebat sub indocti facie | Tantumdiu gracie lumen abscondebat,1---eefdg-gfeg--g7---fg--efed--gfge-fdg--fg-hg--fed---efe--e---eg-hhg--hk--kjkjhgh--fe--d---ggfed--ec---de-fg7---fd--e--e---hhg-gfe-gh-hg---hjkjhg--hj--j---lljg--hg--fe---3---e--d--e--c---defef7--d--g---hkkjg--hg---fef--d--e-eg-hfge-fed-ec-de-fge-eg-hfge-fed-ec-def-ge-eecd-efgef7--fe---4,
chant_145502,Ecce agnus dei qui tollit,006575,7,,,CDN-Hsmu M2149.L4,3.1,036r,4.0,,,feast_1202,genre_r,office_m,source_297,,http://cantus.uwaterloo.ca/chant/270522/,Ecce agnus dei qui tollit peccata mundi ecce de quo dicebam vobis qui post me venit ante me factus est cujus non sum dignus corrigiam calciamenti solvere,Ecce agnus dei qui tollit peccata mundi ecce de quo dicebam vobis Qui post me venit ante me factus est cuius non sum dignus corigiam calciamenti solvere,1---ghkjhj--hg7---gkj--k---lklmlm--ml---l---klmk-kj--ghkg-hg-gf---fhk--kjkj-kmlk-kjh7--khjkjh---ghjhgh--hg---lkl-onml-nnnlo--ol-lnm-nonm-on-nlml---h---hkj7---k--mn--lm---hkh-klkl-nmlm--ml---3---lm---l---nnnm---lmlk--klml77-ljkj---l--nk---lnom-non---l--lonn---nm---m--m---m---m---mlk-lml7-kl--klk-kh---klnm--l--kj--jlkj-kjhg-hg---jkjk--h--hl--lk-kjh--kh-jkjhk7---h--hjh--h---4,
chant_146745,Ecce crucem domini fugite partes,006581,1,,,US-Cai 1911.142b,1.2,113r,2.0,,,feast_0959,genre_r,office_m,source_226,,http://cantus.uwaterloo.ca/chant/672105/,Ecce crucem domini fugite partes adversae vicit leo de tribu Juda radix David alleluia,Ecce crucem domini fugite partes adverse vicit leo de tribu iuda | Radix david alleluya,1---d--a---cd--dc---def--dedcd--dc---fgh--h--hf7---hjH--hgh---fe--dgf-fe--dc---de--d---dc-df-fg--f---f7---f--ece---dc-def--ed---3---f--f---fg--f---fghG7--hgfecd--dc-defE--ed---4,
chant_147233,Ecce dies venient dicit dominus,006583,8,,,D-KA Aug. LX,3.4,002r,10.0,,,feast_0390,genre_r,office_m,source_414,,http://cantus.uwaterloo.ca/chant/614774/,Ecce dies venient dicit dominus et suscitabo David germen justum et regnabit rex et sapiens erit et faciet judicium et justitiam in terra et hoc est nomen quod vocabunt eum dominus justus noster,Ecce dies venient dicit dominus et suscitabo david germen iustum et regnabit rex et sapiens erit et faciet iudicium et iusticiam in terra | et hoc est nomen quod vocabunt eum dominus iustus noster,1---g--g-ffg---c--d---fghg--fg--g---kk--k---l--kj--hkgh-hg---f---g--ij--hjkjhj--jh---g--hkhg-hkh---gF--gh---kg--hjhg---f7---ghG--hijkj--hjH---g---g---gfe--dc--fghg---fg--g---fh---kk--kj-kh--kkjh-ghg---gh--gh--g--g-fgh-kkh-khg-hg---f---g--gk-kl--hg--ghkhg---f---ghg-hgf-hg-hk7--g---3---h---gf---gh---kl--kj-kl-lk---k---kj-kl--hg--fg---ghkhk--hg---dff--dfdcd--dc---ghg-hgfe--fg---ghkhk--hg---4,
chant_148030,Ecce dominus veniet cum splendore,006585,3,,,CH-Fco 2,9,011r,6.0,,,feast_0415,genre_r,office_m,source_477,,http://cantus.uwaterloo.ca/chant/253411/,Ecce dominus veniet cum splendore descendens et virtus ejus cum eo visitare populum suum in pace et constituet super eum vitam sempiternam,Ecce dominus veniet cum splendore descendens et virtus eius cum eo | Visitare populum suum in pace et constituet super eum vitam sempiternam,1---gh-jk--jh---jk--lml-mnm77--lj---jlk-lm--llkjk--kj---hl---ll--klmlkj--jkjh-jh---ghk--jjhg-gh-jkjhj--jh---jkl---lj-lmlk-kh-jhg-hg7-hkj-kl-kkh--jh---hhg--fgh---hjgf-ghg---ced--dc---3---fe--fg--g--ge---fg--gh--hkh---hhgf-ghgh--hg---hjk7---jlk--kj---gh---ghk--jk--hkgh--ghg-ge---gh--g---hjhg-hjk--jh---kjkj--gh---hgf--fgh-jghg--egf--fe7---4,
chant_150742,Ecce nunc tempus acceptabile ecce,006600,3,,,D-KA Aug. LX,1.1,064v,9.0,,,,genre_r,office_m,source_414,,http://cantus.uwaterloo.ca/chant/616233/,Ecce nunc tempus acceptabile ecce nunc dies salutis commendemus nosmetipsos in multa patientia in jejuniis multis per arma justitiae virtutis dei,ECCE NUNC TEMPUS ACCEPTABILE ECCE NUNC DIES SAlutis commendemus nosmetipsos in multa patientia in ieiuniis multis | per arma iusticie virtutis dei,1---d--dfd---f---f--f---f--f--efgf-fed--fd--efe---f--d---cB---df-f--f---ef-hgf-ghg7--egf-fe--ef---d--h--hk--h---h--g--hkg-h--f---f---eg-hg--ge---g--g--gF--fghf-fed--fd---c---df--ff--dc--d---dgf-gh--g---3---g7---jkJ--h---g--hk-g-fE--dfd---fghG--h-hf-g--ghkg-hg---egf-f--fe---4,
chant_159528,Ego sum vitis vera et,006635,5,,,F-Pn lat. 12044,2.1,115r,9.0,,,feast_0228,genre_r,office_m,source_014,,http://cantus.uwaterloo.ca/chant/401144/,Ego sum vitis vera et vos*,Ego sum vitis vera et vos,1---kk--hk---kH---kk--kh---klkl--jk---h---ghj---3,
chant_163834,Emendemus in melius quod ignoranter,006653,2,,,CH-E 611,1.3,054r,4.0,,,,genre_r,office_m,source_564,,http://cantus.uwaterloo.ca/chant/229328/,Emendemus in melius quod ignoranter peccavimus ne subito praeoccupati die mortis quaeramus spatium paenitentiae et invenire non possimus attende domine miserere quia peccavimus tibi,Emendemus in melius quod ignoranter peccavimus ne subito preoccupati die mortis queramus spatium penitentie et invenire non possimus | Attende domine miserere quia peccavimus tibi,1---a--a--cdf--d---f---fef--df--ddc---c7---d--f--fedc-dfE--d---df-gf-fe--d--defede--fd---d---f--fg--g---g--g--gf--ghfg--d---dg--f---f7--d---d--dg--fe---fg--fed--d---c--df--df--c--ca---c---c--cd--d--dc---df-gf-fE---d--defede7--fd---3---c--d--fe---fg--fed--dc---df--f--dcd--bcdcb-cba-ba---d--d---d--dfec--ff--gf-fe---defede--fd7---4,
chant_164501,Emitte domine sapientiam de sede,006657,1,,,D-KA Aug. LX,3,195r,9.0,,,feast_0339,genre_r,office_h,source_414,,http://cantus.uwaterloo.ca/chant/619129/,Emitte domine sapientiam de sede magnitudinis tuae ut mecum sit et mecum laboret ut sciam quid acceptum sit coram te omni tempore,Emitte domine sapientiam de sede magnitudinis tue ut mecum sit et mecum laboret | ut sciam quid acceptum sit coram te omni tempore,1---h-hg--h--f---fhgf-g--fe--fge-fd---fe--fg--g--f--fgf-fe---cd---f--gf-g---fE--cd--df--d--df-gf-fe---defede--fd---cd---f--fe---cdefd7---f---fghg-hk--h---hg-hgf--fghg-hgfg--gf---3---fg---g--hg-h---fe---d--efg--gf-fe---d---c--d---fe---fg--ghgfe-fgf-gh7---d--dd-fe-f--ed---4,
chant_165219,Eram quasi agnus innocens ductus,006660,7,,,F-Pn lat. 12044,2.3,094r,10.0,,,feast_0719,genre_r,office_m,source_014,,http://cantus.uwaterloo.ca/chant/400526/,Eram quasi agnus innocens ductus sum ad immolandum et nesciebam consilium fecerunt inimici mei adversum me dicentes venite mittamus lignum in pane ejus et conteramus eum de terra viventium,Eram quasi agnus innocens ductus sum ad immolandum et nesciebam consilium fecerunt inimici mei adversum me dicentes | venite mittamus lignum in pane eius et conteramus eum de terra viventium,1---gh-kIjhk--ghg---gkj--k---lk-lmlm7--ml---l--k-lmk-kj--g-hkg-hg-gf---fh-kkl--kl---k---kl---lk-kjh--kh-kgh--gf-ghgh--hg---g---gk-kh--k--khjhgh--hg---g--gkj--kl--l---kl--lmnml--ml7---j--k--l--k---lk--lj-kl---h---f--h---kl-lk---kk--hkJ--g---3---gh--gh--g---gh--gh--g---gH--g---g---g--gh-kjk---kh-jkj-kjh--jh---k---k--lm7--ml-lj--kl---k--lk-kh-kghg-gf---fhk---kjh--hlkl---lj-lkjh-jkjh--g--ghjhgh--hg---4,
chant_176770,Et valde mane una sabbatorum,006676,1,,,F-Pn lat. 12044,1.3,102v,2.0,,,feast_0657,genre_r,office_m,source_014,,http://cantus.uwaterloo.ca/chant/400767/,Et valde mane una sabbatorum veniunt ad monumentum orto jam sole alleluia,Et valde mane una sabbatorum veniunt ad monumentum | orto iam sole alleluia,1---cd-ffd-e-fgf-ded-dc---f--g---ghgf-ghg-hij--h---f--gh---hg-ge--gh--fed--d-efd-ed-dc---c--d--fgfe7---fgh---fe--cd--de-fef--ed---3---dh-jg-gf-gh-dh-jg-gf-gh-hkhg-hgf-gh-hkhg-hgf-gh-fed-fec-eg-hg--fe---cD---dc-def--ed---fhG--ed-fh-ghg-ef-ghf-gfe--de-f--ed7---4,
chant_183125,Expandi manus meas tota die,006698,4,,,D-KA Aug. LX,3.2,165v,7.0,,,feast_0055,genre_r,office_m,source_414,,http://cantus.uwaterloo.ca/chant/618393/,Expandi manus meas tota die in cruce ad populum non credentem sed contradicentem mihi qui ambulat vias non bonas sed post peccata sua,Expandi manus meas tota die in cruce ad populum non credentem sed contradicentem michi | qui ambulat vias non bonas sed post peccata sua,1---f--f-f-f--fd---ef--g---hg-hk--h---h-hg--h-ef---ghgf-ghgh--hg---hg-gf-fghkg---hg--egf-f---dg---hg--hk-h--h---hG---gh--ghG--f7---f---f--f--efgfe--g--ghg-hgf---efgf--ed---3---d---df--fh-k-hg--ghg---efgf-ghg-h--hg---ef---ghgf-fghgh--hg---h---h---hg--h-hg77--fhgf-ghg---egf-f--fe---4,
chant_189581,Famulis se famulam fecit haec,600857,7,,,D-KA Aug. LX,3.2,189r,4.0,,,feast_0543,genre_r,office_m,source_414,,http://cantus.uwaterloo.ca/chant/619012/,Famulis se famulam fecit haec beata coquinae squaloribus gaudens deturbata et cor gerens indefessum debiles debilior portat ad secessum,Famulis se famulam fecit hec beata coquine squaloribus gaudens deturbata et | cor gerens indefessum debiles debilior portat ad secessum,1---g--jkl--l---lmn---o--n--ml---kj-kl--l---ljkjhg---fg--ghg--g---g--kj--kl---k--ml-mnml--kl--l---l--mno---on--mlk--ml--mnl---l---3---mL-kjh---jkl--kjhg7---h--fg--g--g---g--kj--kl---k--ml-mnml--kl--l---lK--jhg---hG---fe-fg--gh-khk--hg---4,
chant_193592,Fluctus tui super me transierunt,006738,7,,,NL-Uu 406,13,193r,9.0,,,feast_0330,genre_r,office_h,source_573,,http://cantus.uwaterloo.ca/chant/496959/,Fluctus tui super me transierunt et ego dixi expulsus sum ab oculis tuis putas videbo templum sanctum domini,Fluctus tui super me transierunt et ego dixi expulsus sum ab oculis tuis | putas videbo templum sanctum domini,1---gkk--k---lk-llmlm--ml---m--m---ml-mom---mllK7--lmlkj--k--k---k---lm--lml---k-lmk-kjhgh--hg---g--kg-hhhk-klK--k---k---kl---lk-kjh-kk--k--jkklkjh-hhkjh---ghkhgh--hg---3---ghhkhk--hg---f--ghghh--h---hl-lmL--l7---klkjh--jkklkjh-hhkjh---g--ghkhgh--hg---4,
chant_197537,Gaude Maria virgo cunctas haereses,006759,6,,,D-KA Aug. LX,3.4,048r,8.0,,,feast_1416,genre_r,office_m,source_414,,http://cantus.uwaterloo.ca/chant/615884/,Gaude Maria virgo cunctas haereses sola interemisti quae Gabrielis archangeli dictis credidisti dum virgo deum et hominem genuisti et post partum virgo inviolata permansisti,Gaude maria virgo cuntas hereses sola interemisti que gabrielis archangeli dictis credidisti | dum virgo deum et hominem genuisti et post partum virgo inviolata permansisti,1---dC--f---gjg--hjk--hg---hjkj-j--hgf-gf---f--g---ghjh--g--f---g--f---gf-f--d--f--fgd-d--cdf---dc---f--gh--hijk--jh---hh--hjk--g7--f---g--gh---f--fghg-hijh---3---f---g--f---g--fg---f---fg--f--fe-fg---d--ef--dc--dfd-f---dc---f-g---hijH--f---g--f7---fE--f--f--fh-ijhg--ge---gh--gh--fghgfg--gf---4,
chant_198312,Gaudeamus omnes in domino diem,006760,1,,,NL-Uu 406,3.3,058r,2.0,,,feast_0031,genre_r,office_m,source_573,,http://cantus.uwaterloo.ca/chant/493303/,Gaudeamus omnes in domino diem festum celebrantes sub honore Agathae martyris de cujus passione gaudent angeli et collaudant filium dei,Gaudeamus omnes in domino diem festum celebrantes in honore agathae martiris | de cuius passione gaudent angeli et collaudant filium dei,1---d--df--c--d7---fg--hgh---gE---fg--gf-fede--ed---d--d---fgh--feffg---gfef--df--cddff--ed---d---d--fgh--g---f--h--hhhkjh---ghgfD--fghgfg--gf---3---d---fghG--g---g--g--gfg7--fgfed-ddf---fgF--f---fghghG--gfe-ffgfg--gf---fG---g--g-hkhhG--h-ghg-fgfed-ddf---cdddf-g-hgf-gd-fed-cdddf-gf--gh--hg-hf-ggh---dddfef--ed---4,
chant_200113,Genti peccatrici populo pleno peccatis,006768,5,,,D-KA Aug. LX,11,206r,1.0,,,feast_0330,genre_r,office_h,source_414,,http://cantus.uwaterloo.ca/chant/619309/,Genti peccatrici populo pleno peccatis miserere domine deus,Genti peccatrici populo pleno peccatis | miserere domine deus,1---k--f---ijh--jk--k--f---kh-kl--k--k---k--j---j--j--jhg-hijg---3---jh--jk--kf-kh-klk--jh---j--g--gfh---jkf--f---4,
chant_200115,Genti peccatrici populo pleno peccatis,006768,5,,,CH-E 611,10,138v,4.0,,,feast_0330,genre_r,office_m,source_564,,http://cantus.uwaterloo.ca/chant/230834/,Genti peccatrici populo pleno peccatis miserere domine deus,Genti peccatrici populo pleno peccatis | Miserere domine deus,1---k--f---ijh--jk--jk--k--f---khkl--k--k---k--h---h--hjhgh--jg---3---jh--jk--kf-kh-klk--jh7---h--g--gfh---hkf--f---4,
chant_214070,Gratia dei sum id quod,006790,8,,,CH-E 611,3.2,195v,2.0,,,feast_1321,genre_r,office_m,source_564,,http://cantus.uwaterloo.ca/chant/231968/,Gratia dei sum id quod sum sed gratia ejus in me vacua non fuit sed semper in me manet,Gratia dei sum id quod sum | sed gratia eius in me vacua non fuit sed semper in me manet,1---ghk--k--kh---kjk--hk7---hg---hkh-jkjh---ghkhgh---hg---3---k---k--k--k---k--jklh-hg---k---k---k--k--kjkjhg-hg---hk7---jljk--kj---k---kjh--kh---ghg-gF---fg---gh-khj--hg---4,
chant_215136,Gyrum caeli circuivi sola et,006793,8,,,A-KN 1018,5,199v,2.0,,,feast_0339,genre_r,office_m,source_265,,http://cantus.uwaterloo.ca/chant/294489/,Gyrum caeli circuivi sola et in fluctibus maris ambulavi in omni gente et in omni populo primatum tenui superborum et sublimum colla propria virtute calcavi,Gyrum celi circuivi sola et in fluctibus maris ambulavi in omni gente et in omni populo primatum tenui | superborum et sublimum colla propria virtute calcavi,1---g7--g---ghkhk--hg---g--gh--h--ghe-fg---ghkhk--hg---g---gdg---ghk--k--k---klk--jk7---hgF--g--ghjkjhgh--hg---g---hkH--hkh---ghkhk--hg---g---geg---ghk--k7---k--k--lk-kl---hf--h--khjkjh-hG---g--ghkhgh--hg---3---g--g--hkhg-ghk--k---k---k7-k--j--gF---hkhg-ghk-kjH--kh---jkl--k--lk-kj---hG--hkjg--gf---ghjkjh-hjkjh-hG--ghkhgh--hg---4,
chant_221976,Hic est discipulus qui testimonium,006822,7,,,D-KA Aug. LX,2.2,025r,3.0,,,feast_0994,genre_r,office_m,source_414,,http://cantus.uwaterloo.ca/chant/615336/,Hic est discipulus qui testimonium perhibet de his et scripsit haec et scimus quia verum est testimonium ejus,Hic est discipulus qui testimonium perhibet de his et scripsit hec | et scimus quia verum est testimonium eius,1---kkl---k---k--mo--lk--klj-khg-hkh---g---h--kj--kl--k--k---l--kj--h---hk-lkj-klkl---lk---hg---hkj-klk7--k---kh-jkjhg-hkh---3---gh---kj-kl--lk-kjh-kh---ghkjk--k---l--klmlkjk---kj---k--k--ln--l--lmnmlk-lkhg-kkg-klkkh-kjh---ghG--g7---4,
chant_229183,Hostis antiquus caelesti virtute et,006871,3,,,CH-E 611,1.3,206v,2.0,,,feast_0028,genre_r,office_m,source_564,,http://cantus.uwaterloo.ca/chant/232135/,Hostis antiquus caelesti virtute et rationum veritate confutatus victus tandem aufugit et deditas jam Christo feminas ejulans reliquit,Hostis antiquus celesti virtute et rationum veritate confutatus victus tandem aufugit et | Deditas iam xpisto feminas eiulans reliquit,1---ef-gdg--g7---h--kkkhgfed-fe--e---e--ghk--j---l--mlh-lkj--j---j---l--m--lkjhg--hj---kh--gfe--de--e---ef-gd7-gh--gdg--fe--e---f--ddc---d--e---jkjh-jkjhg-gF--edg--e---efg-gfde---3---fd--g7--hjhj---jl---m--lkhl---lkj--hkhg--hj---kjhgj-jlm-mmlkjhg-hj-khg-gF--fe--dF---efgh--gh7--fe---4,
chant_232804,Immisit dominus soporem in Adam,006883,5,,,NL-Uu 406,6,065r,10.0,,,feast_0474,genre_r,office_m,source_573,,http://cantus.uwaterloo.ca/chant/493515/,Immisit dominus soporem in Adam et tulit unam de costis ejus et aedificavit costam quam tulerat dominus de Adam in mulierem et adduxit eam ad Adam ut videret quid vocaret eam et vocavit nomen ejus Virago quia de viro suo sumpta est,Immisit dominus soporem in adam et tulit unam de costis eius et edificavit costam quam tulerat dominus de adam in mulierem et adduxit eam ad adam ut videret quid vocaret eam | et vocavit nomen eius virago quia de viro suo sumpta est,1---f--f--hK---kh-klkl--iljk--kjj---jh--gjh--jk---k---kjjhj--jh7---f---gh--h---h--h---h---khhgh--hkhg-iggjhg---fghgfg--gf---f---gh--h--h--hk--h---h--hg-hkh---f---h--k--k---kl--k--k---k---l--kkj---hG77---h--hk--ikjjhj--jh---f---gh--hh--h---khhghh--h---khh-iggjhg---fghgfg--gf---f---gh--hfg--ghd---fgf---fe--g--jg-ggjhg---fghgfg--gf---3---fhk-kL---k--kl--k---kjj--g---ihjjkjjhj--jh7---kh-kgf-hf-ghhkkj-lln--lk--klkk-hkh---kh-hhk--lkk-kg-hgg---f---ghg-hh--h---khh-hh--h---khhg-iggjhg--fghgfg---gf---4,
chant_235810,In conspectu angelorum psallam tibi,006894,8,,,D-KA Aug. LX,2.1,146r,9.0,,,feast_1150,genre_r,office_m,source_414,,http://cantus.uwaterloo.ca/chant/618011/,In conspectu angelorum psallam tibi et adorabo ad templum sanctum tuum et confitebor nomini tuo domine,In conspectu angelorum psallam tibi et adorabo ad templum sanctum tuum | et confitebor nomini tuo domine,1---d---d--fgh--g---g--gh--h--hg-hkg-gf---kkjh--jklkjh-jkjh---ghkhgh--hg---klkh---hkj--kl--lk-k--lh-k-hg---f---hkh--hh7---k--kj-kjhg---hg-hgfg--gf---3---fghkg---g--fe--f--dfc-dfe-fed---fgh--g--ghkg-hgf---fh-k--klkjh-jkjh---g--ghkhgh--hg---4,
chant_236404,In craticula te deum non,006896,4,,,CH-E 611,3.4,212r,6.0,,,feast_1056,genre_r,office_m,source_564,,http://cantus.uwaterloo.ca/chant/232230/,In craticula te deum non negavi et ad ignem applicatus te dominum Jesum Christum confessus sum,In craticula te deum non negavi | et ad ignem applicatus te dominum ihesum cristum confessus sum,1---f---df--f--f--fgff-dfd---fd---dfe--f---ghG---efhgf-ghg--egef--eef---3---d---dhg---hgf-fghgh--gf---eg-hg7--e--fdc-def--edefe---c---df--f--f---f--f---dgf-ghgh--hg---hg-gf-fgh-kg-hg--e--egef---fe7---4,
chant_239371,In isto loco promissio vera,006908,8,,,D-KA Aug. LX,3.3,040r,7.0,,,feast_0581,genre_r,office_m,source_414,,http://cantus.uwaterloo.ca/chant/615721/,In isto loco promissio vera est et peccatorum remissio splendor et lux perpetua et sine fine laetitia quam meruit Christi martyr Sebastianus,In isto loco promissio vera est et peccatorum remissio splendor et lux perpetua et sine fine leticia | quam meruit xpisti martyr sebastianus,1---d---fgh--g---h--hg-hkggf---hf--ghg--h--h---hkh--ghg---g---g---g--g--gh--g---ghkjh--jkjhg--ghkhgh--hg---klk--kj---k---hkj7---klj--kl--hjkjhgh--hg---f---hkh--hg---k--k---kjkjhg--gh-hg--hgfg--gf---3---h---ghg--h--h---k--hg---hgf-gh--g---gh--g--ghkjh-jkjh--ghkhgh7--hg---4,
chant_240413,In mari viae tuae et,006911,2,,,CDN-Hsmu M2149.L4,1.4,097r,2.0,,,feast_0445,genre_r,office_m,source_297,,http://cantus.uwaterloo.ca/chant/271345/,In mari viae tuae et semitae tuae in aquis multis deduxisti sicut oves populum tuum in manu Moysi et Aaron,In mari vie tue et semite tue in aquis multis deduxisti sicut oves populum tuum In manu moysi et aaron,1---a---9ac--a---a--c---cbcdab--aa97---d---f--ef--d---c--ff---fg---gf-fed--fdefe---defede--ed---f--ghg--h7--g---fe--fg---fgd-edcd--ed---defedc--d--fefgf---fede--dc---3---cdf7---f--ef---dcde-d--cd-ca---fefg---gf-fedc-dedcd--de-fef--ed7---4,
chant_240898,In medio ecclesiae aperuit os,006913,1,,,NL-Uu 406,3.3,030r,9.0,,,feast_0994,genre_r,office_m,source_573,,http://cantus.uwaterloo.ca/chant/492407/,In medio ecclesiae aperuit os ejus ei implevit eum dominus spiritu sapientiae et intellectus,In medio aecclesiae aperuit os eius | ei implevit eum dominus | spiritu sapientiae et intellectus,1---cd---fghgef--dcd--ddf---cd--dh-kgf-hgh--h--hgg---fgghg--h--gfe--ffgfg-gf---h-ghg-efgf-gh---dddfefE--ed---3---c---df--f--ddfed-dc---fgh--kh77---gfg--hf--ghgf-gf---3---f--gh--h---hggE--gf--fE--dc--c---e---ghG--gfgfedc-ddfdcd--dddfef--ed---4,
